Store_ID,State,Demand_Score,Children_%,Working_%,Elder_%,Major_Occupation,Literacy_Rate,Product_Type,Weekly_Units_Sold,Competitors,Festival_Impact,Weather_Type,Weather_Impact,Discount_Percent,Discount_Impact,Adjusted_Weekly_Units_Sold
C002,Colorado,0.86,10.31,71.99,17.7,Tech,93.31,Home_Essentials,363,4,0.0,Heatwave,0.0,10,0.15,417
C002,Colorado,0.86,10.31,71.99,17.7,Tech,93.31,Cleaning_Materials,71,4,0.0,Snow,0.0,0,0.0,71
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Toys,237,3,0.4,Heatwave,0.02,0,0.0,338
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Electronics,320,3,0.2,Cloudy,0.0,5,0.07,411
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Groceries,239,3,0.1,Sunny,0.05,0,0.0,276
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Clothes_Warm,495,3,0.0,Heatwave,0.0,5,0.07,530
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Clothes_Cold,224,3,0.0,Snow,0.0,0,0.0,224
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Books,495,3,0.15,Cloudy,0.0,10,0.15,655
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Home_Essentials,100,3,0.0,Heatwave,0.0,20,0.3,130
C003,Colorado,0.6,10.35,76.41,13.25,Agriculture,81.2,Cleaning_Materials,413,3,0.0,Sunny,0.0,5,0.07,442
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Toys,70,1,0.4,Sunny,0.0,20,0.3,127
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Electronics,378,1,0.2,Rain,0.1,0,0.0,499
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Groceries,216,1,0.1,Rain,0.1,0,0.0,261
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Clothes_Warm,323,1,0.0,Snow,0.0,5,0.07,346
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Clothes_Cold,437,1,0.0,Heatwave,0.0,5,0.07,468
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Books,138,1,0.15,Heatwave,0.0,0,0.0,159
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Home_Essentials,365,1,0.0,Rain,0.0,0,0.0,365
C004,Colorado,0.79,18.89,72.65,8.46,Agriculture,87.01,Cleaning_Materials,63,1,0.0,Heatwave,0.0,0,0.0,63
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Toys,416,8,0.4,Heatwave,0.02,0,0.0,594
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Electronics,493,8,0.2,Sunny,0.0,0,0.0,592
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Groceries,477,8,0.1,Rain,0.1,10,0.15,664
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Clothes_Warm,313,8,0.0,Cloudy,0.0,0,0.0,313
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Clothes_Cold,480,8,0.0,Rain,0.0,0,0.0,480
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Books,84,8,0.15,Cloudy,0.0,5,0.07,103
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Home_Essentials,255,8,0.0,Sunny,0.0,5,0.07,273
C005,Colorado,0.9,14.57,76.45,8.98,Healthcare,89.16,Cleaning_Materials,130,8,0.0,Snow,0.0,10,0.15,150
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Toys,155,9,0.4,Heatwave,0.02,5,0.07,237
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Electronics,309,9,0.2,Sunny,0.0,0,0.0,371
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Groceries,359,9,0.1,Heatwave,0.0,10,0.15,454
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Clothes_Warm,240,9,0.0,Snow,0.0,5,0.07,257
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Clothes_Cold,451,9,0.0,Snow,0.0,0,0.0,451
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Books,267,9,0.15,Sunny,0.0,5,0.07,329
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Home_Essentials,93,9,0.0,Snow,0.0,20,0.3,121
C006,Colorado,0.7,19.94,68.95,11.12,Tech,84.56,Cleaning_Materials,211,9,0.0,Cloudy,0.0,0,0.0,211
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Toys,264,0,0.4,Snow,0.05,0,0.0,388
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Electronics,301,0,0.2,Heatwave,0.0,0,0.0,361
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Groceries,239,0,0.1,Heatwave,0.0,0,0.0,263
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Clothes_Warm,345,0,0.0,Heatwave,0.0,0,0.0,345
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Clothes_Cold,262,0,0.0,Heatwave,0.0,5,0.07,280
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Books,257,0,0.15,Cloudy,0.0,0,0.0,296
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Home_Essentials,286,0,0.0,Rain,0.0,20,0.3,372
C007,Colorado,0.75,23.9,60.83,15.27,Manufacturing,79.14,Cleaning_Materials,387,0,0.0,Sunny,0.0,10,0.15,445
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Toys,90,1,0.4,Heatwave,0.02,5,0.07,138
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Electronics,206,1,0.2,Snow,0.1,10,0.15,313
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Groceries,64,1,0.1,Heatwave,0.0,0,0.0,70
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Clothes_Warm,350,1,0.0,Snow,0.0,0,0.0,350
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Clothes_Cold,114,1,0.0,Snow,0.0,5,0.07,122
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Books,394,1,0.15,Heatwave,0.0,10,0.15,521
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Home_Essentials,376,1,0.0,Cloudy,0.0,10,0.15,432
C008,Colorado,0.8,18.8,63.55,17.65,Tech,87.0,Cleaning_Materials,58,1,0.0,Snow,0.0,0,0.0,58
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Toys,130,3,0.4,Snow,0.05,20,0.3,248
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Electronics,441,3,0.2,Heatwave,0.0,0,0.0,529
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Groceries,212,3,0.1,Snow,0.0,10,0.15,268
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Clothes_Warm,468,3,0.0,Snow,0.0,20,0.3,608
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Clothes_Cold,338,3,0.0,Heatwave,0.0,0,0.0,338
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Books,428,3,0.15,Heatwave,0.0,10,0.15,566
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Home_Essentials,310,3,0.0,Sunny,0.0,0,0.0,310
C009,Colorado,0.89,12.98,78.96,8.06,Agriculture,92.83,Cleaning_Materials,280,3,0.0,Cloudy,0.0,0,0.0,280
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Toys,82,9,0.4,Cloudy,0.0,5,0.07,123
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Electronics,97,9,0.2,Snow,0.1,5,0.07,137
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Groceries,456,9,0.1,Cloudy,0.0,20,0.3,652
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Clothes_Warm,111,9,0.0,Snow,0.0,5,0.07,119
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Clothes_Cold,265,9,0.0,Sunny,0.0,0,0.0,265
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Books,342,9,0.15,Heatwave,0.0,10,0.15,452
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Home_Essentials,148,9,0.0,Heatwave,0.0,20,0.3,192
C010,Colorado,0.84,23.72,59.78,16.5,Education,82.58,Cleaning_Materials,221,9,0.0,Heatwave,0.0,0,0.0,221
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Toys,180,8,0.4,Cloudy,0.0,20,0.3,328
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Electronics,306,8,0.2,Sunny,0.0,0,0.0,367
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Groceries,54,8,0.1,Cloudy,0.0,10,0.15,68
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Clothes_Warm,267,8,0.0,Cloudy,0.0,0,0.0,267
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Clothes_Cold,304,8,0.0,Sunny,0.0,0,0.0,304
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Books,447,8,0.15,Sunny,0.0,0,0.0,514
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Home_Essentials,408,8,0.0,Sunny,0.0,5,0.07,437
C011,Colorado,0.84,23.31,63.97,12.72,Tech,73.35,Cleaning_Materials,332,8,0.0,Sunny,0.0,0,0.0,332
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Toys,112,10,0.4,Heatwave,0.02,0,0.0,160
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Electronics,401,10,0.2,Rain,0.1,5,0.07,566
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Groceries,280,10,0.1,Rain,0.1,20,0.3,440
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Clothes_Warm,290,10,0.0,Sunny,0.0,0,0.0,290
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Clothes_Cold,101,10,0.0,Rain,0.0,0,0.0,101
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Books,145,10,0.15,Rain,0.2,0,0.0,200
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Home_Essentials,437,10,0.0,Sunny,0.0,0,0.0,437
C012,Colorado,0.79,16.41,75.33,8.25,Agriculture,73.02,Cleaning_Materials,271,10,0.0,Rain,0.0,10,0.15,312
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Toys,62,8,0.4,Cloudy,0.0,10,0.15,100
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Electronics,209,8,0.2,Snow,0.1,5,0.07,295
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Groceries,376,8,0.1,Snow,0.0,0,0.0,414
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Clothes_Warm,236,8,0.0,Sunny,0.0,10,0.15,271
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Clothes_Cold,292,8,0.0,Heatwave,0.0,5,0.07,312
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Books,135,8,0.15,Sunny,0.0,10,0.15,179
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Home_Essentials,333,8,0.0,Heatwave,0.0,5,0.07,356
C013,Colorado,0.65,19.07,67.54,13.4,Healthcare,75.69,Cleaning_Materials,115,8,0.0,Snow,0.0,10,0.15,132
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Toys,157,3,0.4,Sunny,0.0,5,0.07,235
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Electronics,93,3,0.2,Cloudy,0.0,0,0.0,112
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Groceries,389,3,0.1,Rain,0.1,20,0.3,612
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Clothes_Warm,335,3,0.0,Heatwave,0.0,5,0.07,358
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Clothes_Cold,495,3,0.0,Rain,0.0,5,0.07,530
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Books,380,3,0.15,Rain,0.2,0,0.0,524
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Home_Essentials,177,3,0.0,Sunny,0.0,5,0.07,189
C014,Colorado,0.83,14.43,76.51,9.05,Manufacturing,82.78,Cleaning_Materials,397,3,0.0,Rain,0.0,5,0.07,425
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Toys,170,9,0.4,Cloudy,0.0,0,0.0,238
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Electronics,165,9,0.2,Rain,0.1,0,0.0,218
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Groceries,282,9,0.1,Sunny,0.05,5,0.07,349
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Clothes_Warm,308,9,0.0,Cloudy,0.0,10,0.15,354
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Clothes_Cold,408,9,0.0,Snow,0.0,5,0.07,437
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Books,247,9,0.15,Rain,0.2,0,0.0,341
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Home_Essentials,460,9,0.0,Sunny,0.0,5,0.07,492
C015,Colorado,0.73,23.6,65.68,10.72,Manufacturing,88.14,Cleaning_Materials,186,9,0.0,Snow,0.0,0,0.0,186
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Toys,364,0,0.4,Snow,0.05,0,0.0,535
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Electronics,423,0,0.2,Heatwave,0.0,0,0.0,508
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Groceries,209,0,0.1,Cloudy,0.0,0,0.0,230
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Clothes_Warm,145,0,0.0,Rain,0.0,0,0.0,145
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Clothes_Cold,282,0,0.0,Sunny,0.0,0,0.0,282
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Books,229,0,0.15,Heatwave,0.0,0,0.0,263
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Home_Essentials,162,0,0.0,Cloudy,0.0,0,0.0,162
C016,Colorado,0.78,20.39,68.92,10.69,Mining,76.84,Cleaning_Materials,367,0,0.0,Heatwave,0.0,5,0.07,393
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Toys,162,2,0.4,Cloudy,0.0,0,0.0,227
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Electronics,150,2,0.2,Cloudy,0.0,0,0.0,180
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Groceries,162,2,0.1,Rain,0.1,10,0.15,225
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Clothes_Warm,489,2,0.0,Cloudy,0.0,0,0.0,489
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Clothes_Cold,130,2,0.0,Heatwave,0.0,5,0.07,139
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Books,236,2,0.15,Cloudy,0.0,0,0.0,271
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Home_Essentials,162,2,0.0,Rain,0.0,0,0.0,162
C017,Colorado,0.96,24.44,65.05,10.52,Retail,83.92,Cleaning_Materials,51,2,0.0,Rain,0.0,5,0.07,55
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Toys,452,6,0.4,Heatwave,0.02,5,0.07,691
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Electronics,175,6,0.2,Snow,0.1,10,0.15,266
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Groceries,179,6,0.1,Snow,0.0,5,0.07,211
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Clothes_Warm,102,6,0.0,Cloudy,0.0,20,0.3,133
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Clothes_Cold,221,6,0.0,Sunny,0.0,0,0.0,221
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Books,267,6,0.15,Cloudy,0.0,0,0.0,307
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Home_Essentials,209,6,0.0,Heatwave,0.0,0,0.0,209
C018,Colorado,0.79,10.77,78.44,10.79,Healthcare,95.43,Cleaning_Materials,247,6,0.0,Heatwave,0.0,0,0.0,247
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Toys,304,4,0.4,Heatwave,0.02,5,0.07,464
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Electronics,343,4,0.2,Heatwave,0.0,5,0.07,440
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Groceries,329,4,0.1,Heatwave,0.0,0,0.0,362
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Clothes_Warm,374,4,0.0,Rain,0.0,20,0.3,486
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Clothes_Cold,421,4,0.0,Snow,0.0,10,0.15,484
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Books,147,4,0.15,Heatwave,0.0,0,0.0,169
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Home_Essentials,247,4,0.0,Sunny,0.0,0,0.0,247
C019,Colorado,0.69,20.08,64.3,15.62,Mining,76.65,Cleaning_Materials,444,4,0.0,Sunny,0.0,0,0.0,444
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Toys,398,3,0.4,Sunny,0.0,0,0.0,557
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Electronics,308,3,0.2,Sunny,0.0,0,0.0,370
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Groceries,197,3,0.1,Rain,0.1,5,0.07,255
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Clothes_Warm,301,3,0.0,Sunny,0.0,0,0.0,301
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Clothes_Cold,492,3,0.0,Heatwave,0.0,0,0.0,492
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Books,469,3,0.15,Cloudy,0.0,20,0.3,701
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Home_Essentials,452,3,0.0,Sunny,0.0,5,0.07,484
C020,Colorado,0.9,21.98,68.52,9.51,Agriculture,84.23,Cleaning_Materials,395,3,0.0,Rain,0.0,20,0.3,514
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Toys,466,5,0.4,Rain,0.0,0,0.0,652
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Electronics,473,5,0.2,Sunny,0.0,0,0.0,568
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Groceries,177,5,0.1,Cloudy,0.0,5,0.07,208
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Clothes_Warm,88,5,0.0,Sunny,0.0,0,0.0,88
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Clothes_Cold,387,5,0.0,Rain,0.0,0,0.0,387
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Books,409,5,0.15,Snow,0.0,5,0.07,503
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Home_Essentials,178,5,0.0,Heatwave,0.0,5,0.07,190
C021,Colorado,0.79,13.4,72.15,14.45,Retail,74.88,Cleaning_Materials,316,5,0.0,Rain,0.0,0,0.0,316
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Toys,148,1,0.4,Sunny,0.0,0,0.0,207
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Electronics,312,1,0.2,Heatwave,0.0,0,0.0,374
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Groceries,301,1,0.1,Sunny,0.05,0,0.0,348
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Clothes_Warm,193,1,0.0,Sunny,0.0,0,0.0,193
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Clothes_Cold,395,1,0.0,Snow,0.0,0,0.0,395
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Books,161,1,0.15,Heatwave,0.0,0,0.0,185
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Home_Essentials,109,1,0.0,Heatwave,0.0,20,0.3,142
C022,Colorado,0.73,11.7,71.05,17.25,Tech,94.57,Cleaning_Materials,418,1,0.0,Snow,0.0,5,0.07,447
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Toys,58,1,0.4,Rain,0.0,10,0.15,93
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Electronics,282,1,0.2,Sunny,0.0,0,0.0,338
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Groceries,148,1,0.1,Cloudy,0.0,0,0.0,163
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Clothes_Warm,196,1,0.0,Sunny,0.0,0,0.0,196
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Clothes_Cold,353,1,0.0,Sunny,0.0,0,0.0,353
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Books,257,1,0.15,Rain,0.2,0,0.0,355
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Home_Essentials,180,1,0.0,Sunny,0.0,10,0.15,207
C023,Colorado,0.69,11.4,71.63,16.97,Manufacturing,95.21,Cleaning_Materials,453,1,0.0,Snow,0.0,5,0.07,485
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Toys,469,5,0.4,Snow,0.05,5,0.07,738
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Electronics,471,5,0.2,Heatwave,0.0,0,0.0,565
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Groceries,153,5,0.1,Cloudy,0.0,20,0.3,219
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Clothes_Warm,389,5,0.0,Sunny,0.0,0,0.0,389
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Clothes_Cold,303,5,0.0,Sunny,0.0,0,0.0,303
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Books,276,5,0.15,Rain,0.2,0,0.0,381
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Home_Essentials,161,5,0.0,Snow,0.0,10,0.15,185
C024,Colorado,0.93,21.7,63.88,14.42,Mining,72.36,Cleaning_Materials,148,5,0.0,Cloudy,0.0,20,0.3,192
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Toys,212,4,0.4,Heatwave,0.02,0,0.0,303
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Electronics,257,4,0.2,Snow,0.1,10,0.15,390
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Groceries,494,4,0.1,Heatwave,0.0,10,0.15,625
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Clothes_Warm,218,4,0.0,Rain,0.0,0,0.0,218
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Clothes_Cold,210,4,0.0,Rain,0.0,0,0.0,210
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Books,117,4,0.15,Sunny,0.0,0,0.0,135
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Home_Essentials,338,4,0.0,Cloudy,0.0,20,0.3,439
C025,Colorado,0.96,14.26,74.69,11.05,Education,83.6,Cleaning_Materials,447,4,0.0,Heatwave,0.0,0,0.0,447
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Toys,450,0,0.4,Snow,0.05,10,0.15,761
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Electronics,177,0,0.2,Rain,0.1,0,0.0,234
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Groceries,82,0,0.1,Sunny,0.05,10,0.15,109
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Clothes_Warm,225,0,0.0,Sunny,0.0,0,0.0,225
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Clothes_Cold,492,0,0.0,Heatwave,0.0,5,0.07,526
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Books,420,0,0.15,Rain,0.2,10,0.15,667
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Home_Essentials,424,0,0.0,Cloudy,0.0,10,0.15,488
C026,Colorado,0.72,21.2,64.31,14.5,Retail,93.78,Cleaning_Materials,71,0,0.0,Rain,0.0,10,0.15,82
C027,Colorado,0.69,24.6,63.47,11.93,Healthcare,94.98,Toys,332,7,0.4,Heatwave,0.02,0,0.0,474
C027,Colorado,0.69,24.6,63.47,11.93,Healthcare,94.98,Electronics,76,7,0.2,Heatwave,0.0,5,0.07,98
C027,Colorado,0.69,24.6,63.47,11.93,Healthcare,94.98,Groceries,275,7,0.1,Rain,0.1,0,0.0,333
C027,Colorado,0.69,24.6,63.47,11.93,Healthcare,94.98,Clothes_Warm,326,7,0.0,Heatwave,0.0,0,0.0,326
