id,item_name,dept_name,cat_name,state_id,d,units_sold,date,event_name_1,event_type_1,avg_temp,rain_mm,snow_flag,state,income_low,income_mid,income_high,prefers_value,prefers_premium,bulk_buy,seasonal_spike,state_abbr,store_name
Cleaning Supplies - 312 @ CA Store 2,Cleaning Supplies - 312,Cleaning Supplies,Home Essentials,CA,d_1854,2,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Kitchen & Dining - 189 @ CA Store 4,Kitchen & Dining - 189,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Meat and Produce - 652 @ CA Store 1,Meat and Produce - 652,Meat and Produce,Food Items,CA,d_1854,4,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Kitchen & Dining - 309 @ CA Store 4,Kitchen & Dining - 309,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Books & Crafts - 118 @ CA Store 1,Books & Crafts - 118,Books & Crafts,Leisure & Lifestyle,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Kitchen & Dining - 339 @ CA Store 1,Kitchen & Dining - 339,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Meat and Produce - 224 @ CA Store 3,Meat and Produce - 224,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Meat and Produce - 670 @ CA Store 1,Meat and Produce - 670,Meat and Produce,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Meat and Produce - 358 @ CA Store 1,Meat and Produce - 358,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Toys & Games - 125 @ CA Store 2,Toys & Games - 125,Toys & Games,Leisure & Lifestyle,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Snacks and Dry Foods - 261 @ CA Store 1,Snacks and Dry Foods - 261,Snacks and Dry Foods,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Kitchen & Dining - 393 @ CA Store 4,Kitchen & Dining - 393,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Meat and Produce - 308 @ CA Store 3,Meat and Produce - 308,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Kitchen & Dining - 114 @ CA Store 1,Kitchen & Dining - 114,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Beverages and Dairy - 185 @ CA Store 1,Beverages and Dairy - 185,Beverages and Dairy,Food Items,CA,d_1854,2,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Cleaning Supplies - 302 @ CA Store 2,Cleaning Supplies - 302,Cleaning Supplies,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Kitchen & Dining - 101 @ CA Store 2,Kitchen & Dining - 101,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Meat and Produce - 822 @ CA Store 1,Meat and Produce - 822,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Beverages and Dairy - 131 @ CA Store 2,Beverages and Dairy - 131,Beverages and Dairy,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Kitchen & Dining - 400 @ CA Store 3,Kitchen & Dining - 400,Kitchen & Dining,Home Essentials,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Kitchen & Dining - 334 @ CA Store 4,Kitchen & Dining - 334,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Cleaning Supplies - 400 @ CA Store 2,Cleaning Supplies - 400,Cleaning Supplies,Home Essentials,CA,d_1854,2,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Meat and Produce - 464 @ CA Store 1,Meat and Produce - 464,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Meat and Produce - 550 @ CA Store 3,Meat and Produce - 550,Meat and Produce,Food Items,CA,d_1854,4,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Meat and Produce - 365 @ CA Store 1,Meat and Produce - 365,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Cleaning Supplies - 441 @ CA Store 4,Cleaning Supplies - 441,Cleaning Supplies,Home Essentials,CA,d_1854,4,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Kitchen & Dining - 059 @ CA Store 4,Kitchen & Dining - 059,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Meat and Produce - 759 @ CA Store 2,Meat and Produce - 759,Meat and Produce,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Cleaning Supplies - 510 @ CA Store 3,Cleaning Supplies - 510,Cleaning Supplies,Home Essentials,CA,d_1854,4,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Snacks and Dry Foods - 226 @ CA Store 4,Snacks and Dry Foods - 226,Snacks and Dry Foods,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Books & Crafts - 015 @ CA Store 4,Books & Crafts - 015,Books & Crafts,Leisure & Lifestyle,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Snacks and Dry Foods - 168 @ CA Store 3,Snacks and Dry Foods - 168,Snacks and Dry Foods,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Kitchen & Dining - 231 @ CA Store 2,Kitchen & Dining - 231,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Cleaning Supplies - 022 @ CA Store 2,Cleaning Supplies - 022,Cleaning Supplies,Home Essentials,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Cleaning Supplies - 274 @ CA Store 4,Cleaning Supplies - 274,Cleaning Supplies,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Beverages and Dairy - 008 @ CA Store 2,Beverages and Dairy - 008,Beverages and Dairy,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Kitchen & Dining - 362 @ CA Store 1,Kitchen & Dining - 362,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Toys & Games - 093 @ CA Store 2,Toys & Games - 093,Toys & Games,Leisure & Lifestyle,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Toys & Games - 385 @ CA Store 2,Toys & Games - 385,Toys & Games,Leisure & Lifestyle,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Beverages and Dairy - 084 @ CA Store 2,Beverages and Dairy - 084,Beverages and Dairy,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Meat and Produce - 391 @ CA Store 1,Meat and Produce - 391,Meat and Produce,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Meat and Produce - 320 @ CA Store 3,Meat and Produce - 320,Meat and Produce,Food Items,CA,d_1854,3,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Meat and Produce - 092 @ CA Store 4,Meat and Produce - 092,Meat and Produce,Food Items,CA,d_1854,1,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Snacks and Dry Foods - 307 @ CA Store 3,Snacks and Dry Foods - 307,Snacks and Dry Foods,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Kitchen & Dining - 414 @ CA Store 3,Kitchen & Dining - 414,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Kitchen & Dining - 058 @ CA Store 3,Kitchen & Dining - 058,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Toys & Games - 233 @ CA Store 3,Toys & Games - 233,Toys & Games,Leisure & Lifestyle,CA,d_1854,3,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 3
Cleaning Supplies - 051 @ CA Store 1,Cleaning Supplies - 051,Cleaning Supplies,Home Essentials,CA,d_1854,2,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Cleaning Supplies - 035 @ CA Store 2,Cleaning Supplies - 035,Cleaning Supplies,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Kitchen & Dining - 464 @ CA Store 2,Kitchen & Dining - 464,Kitchen & Dining,Home Essentials,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Meat and Produce - 229 @ CA Store 1,Meat and Produce - 229,Meat and Produce,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Meat and Produce - 360 @ CA Store 4,Meat and Produce - 360,Meat and Produce,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 4
Meat and Produce - 023 @ CA Store 2,Meat and Produce - 023,Meat and Produce,Food Items,CA,d_1854,2,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Snacks and Dry Foods - 151 @ CA Store 2,Snacks and Dry Foods - 151,Snacks and Dry Foods,Food Items,CA,d_1854,0,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 2
Meat and Produce - 124 @ CA Store 1,Meat and Produce - 124,Meat and Produce,Food Items,CA,d_1854,5,2016-02-25,,,16.5,1.61,0.0,California,0,0,1,0,1,0,0,CA,CA Store 1
Snacks and Dry Foods - 136 @ TX Store 1,Snacks and Dry Foods - 136,Snacks and Dry Foods,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 364 @ TX Store 3,Cleaning Supplies - 364,Cleaning Supplies,Home Essentials,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 151 @ TX Store 1,Cleaning Supplies - 151,Cleaning Supplies,Home Essentials,TX,d_1854,2,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 403 @ TX Store 2,Toys & Games - 403,Toys & Games,Leisure & Lifestyle,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 435 @ TX Store 3,Cleaning Supplies - 435,Cleaning Supplies,Home Essentials,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Books & Crafts - 110 @ TX Store 2,Books & Crafts - 110,Books & Crafts,Leisure & Lifestyle,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 025 @ TX Store 3,Meat and Produce - 025,Meat and Produce,Food Items,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Beverages and Dairy - 079 @ TX Store 2,Beverages and Dairy - 079,Beverages and Dairy,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Kitchen & Dining - 094 @ TX Store 2,Kitchen & Dining - 094,Kitchen & Dining,Home Essentials,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 140 @ TX Store 3,Meat and Produce - 140,Meat and Produce,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Kitchen & Dining - 366 @ TX Store 2,Kitchen & Dining - 366,Kitchen & Dining,Home Essentials,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 107 @ TX Store 1,Cleaning Supplies - 107,Cleaning Supplies,Home Essentials,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Beverages and Dairy - 130 @ TX Store 1,Beverages and Dairy - 130,Beverages and Dairy,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 090 @ TX Store 2,Meat and Produce - 090,Meat and Produce,Food Items,TX,d_1854,46,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 183 @ TX Store 1,Cleaning Supplies - 183,Cleaning Supplies,Home Essentials,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 712 @ TX Store 1,Meat and Produce - 712,Meat and Produce,Food Items,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 269 @ TX Store 1,Cleaning Supplies - 269,Cleaning Supplies,Home Essentials,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 097 @ TX Store 1,Toys & Games - 097,Toys & Games,Leisure & Lifestyle,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 594 @ TX Store 1,Meat and Produce - 594,Meat and Produce,Food Items,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 289 @ TX Store 1,Meat and Produce - 289,Meat and Produce,Food Items,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Snacks and Dry Foods - 182 @ TX Store 3,Snacks and Dry Foods - 182,Snacks and Dry Foods,Food Items,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Snacks and Dry Foods - 044 @ TX Store 2,Snacks and Dry Foods - 044,Snacks and Dry Foods,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 247 @ TX Store 3,Meat and Produce - 247,Meat and Produce,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Meat and Produce - 136 @ TX Store 3,Meat and Produce - 136,Meat and Produce,Food Items,TX,d_1854,4,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Snacks and Dry Foods - 389 @ TX Store 1,Snacks and Dry Foods - 389,Snacks and Dry Foods,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 424 @ TX Store 2,Toys & Games - 424,Toys & Games,Leisure & Lifestyle,TX,d_1854,1,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Snacks and Dry Foods - 121 @ TX Store 2,Snacks and Dry Foods - 121,Snacks and Dry Foods,Food Items,TX,d_1854,2,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Snacks and Dry Foods - 387 @ TX Store 2,Snacks and Dry Foods - 387,Snacks and Dry Foods,Food Items,TX,d_1854,0,2016-02-25,,,20.1,2.96,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
